subspecies	p-adj	Composite	cluster95	phylum
0323001001	0.6541	0.47870574576103103	0323	p__Actinobacteriota
0323001002	0.011	0.5855202059109865	0323	p__Actinobacteriota
0324001001	0.9998	0.15378283247547098	0324	p__Bacteroidota
0326001001	0.9999	0.07977203142718205	0326	p__Firmicutes_A
0326001002	0.9387	0.16005882571012456	0326	p__Firmicutes_A
0326001005	1.0	0.13712392021966155	0326	p__Firmicutes_A
0326001008	0.9641	0.05063406066194838	0326	p__Firmicutes_A
0327001001	0.3588	0.3728912225317035	0327	p__Actinobacteriota
0327001002	0.149	0.455647946495553	0327	p__Actinobacteriota
0328001001	0.1517	0.4445820583006159	0328	p__Firmicutes_A
0330001001	0.1659	0.38051903145559884	0330	p__Firmicutes_A
0330001003	0.9938	0.16127210716841683	0330	p__Firmicutes_A
0332001001	0.0645	0.5005379553750883	0332	p__Firmicutes_A
0333001001	0.3053	0.3419358823072145	0333	p__Firmicutes_A
0333001002	0.0074	0.6704000356633264	0333	p__Firmicutes_A
0334001001	0.9932	0.22473084946374816	0334	p__Firmicutes_A
0335001002	0.309	0.43582370701264694	0335	p__Firmicutes_A
0338001001	0.0393	0.5395820298923084	0338	p__Actinobacteriota
0339001001	0.7416	0.4241859619818057	0339	p__Bacteroidota
0339001002	0.9989	0.2866191842659301	0339	p__Bacteroidota
0339001003	0.9845	0.2877547374000406	0339	p__Bacteroidota
0339001004	-0.0	0.8337130819960492	0339	p__Bacteroidota
0339001005	0.9395	0.6563143407261264	0339	p__Bacteroidota
0341001002	0.7422	0.2649061433236165	0341	p__Firmicutes_A
0342001001	0.7249	0.24545114900240164	0342	p__Firmicutes
0342001002	0.1605	0.38911157411810865	0342	p__Firmicutes
0346001001	1.0	0.15744631357570305	0346	p__Actinobacteriota
0346001002	0.0565	0.5001614174287305	0346	p__Actinobacteriota
0352001001	-0.0	0.8002641885290391	0352	p__Bacteroidota
0352001002	1.0	0.43153875724953505	0352	p__Bacteroidota
0352001003	0.0012	0.6801982587249891	0352	p__Bacteroidota
0354001001	1.0	0.06459679333130555	0354	p__Firmicutes_A
0354001002	1.0	0.026142617405967527	0354	p__Firmicutes_A
0359001001	0.9978	0.21211527733763333	0359	p__Firmicutes_A
0359001002	0.9415	0.27189727805410546	0359	p__Firmicutes_A
0363001002	0.7503	0.26946011140929765	0363	p__Firmicutes_A
0364001001	0.0863	0.533717690338761	0364	p__Actinobacteriota
0366001001	0.9873	0.13397782006256817	0366	p__Firmicutes_A
0369001001	0.1019	0.5302075626090208	0369	p__Actinobacteriota
0373001001	0.9981	0.012101685117948823	0373	p__Firmicutes
0374001001	0.0002	0.7123993644415147	0374	p__Firmicutes_A
0376001001	0.9663	0.3243557714641897	0376	p__Firmicutes_A
0376001002	0.1221	0.48696795664546716	0376	p__Firmicutes_A
0378001001	0.9307	0.2355170294857611	0378	p__Firmicutes_A
0378001002	0.0008	0.7174042491211008	0378	p__Firmicutes_A
0379001001	0.0132	0.5901997019080492	0379	p__Actinobacteriota
0379001002	0.0117	0.5680487479554612	0379	p__Actinobacteriota
0382001001	0.1174	0.5383757289965819	0382	p__Actinobacteriota
0386001001	0.8882	0.23061889738537028	0386	p__Firmicutes_A
0386001002	1.0	0.3061578531147886	0386	p__Firmicutes_A
0389001001	0.0598	0.457860226893669	0389	p__Bacteroidota
0389001002	0.9936	0.025505512684094872	0389	p__Bacteroidota
0391001001	0.076	0.501302958511735	0391	p__Firmicutes_A
0392001001	0.9998	0.01813727911082843	0392	p__Firmicutes_A
0392001002	0.9998	0.05247881861780652	0392	p__Firmicutes_A
0392001003	0.9962	0.1829368625428022	0392	p__Firmicutes_A
0393001001	0.9793	0.3042693030004218	0393	p__Firmicutes_A
0394001001	1.0	0.15747081706392493	0394	p__Firmicutes_A
0394001002	0.8215	0.32555190845082105	0394	p__Firmicutes_A
0394001003	1.0	0.1616397094334948	0394	p__Firmicutes_A
0394001004	1.0	0.0053319174002793525	0394	p__Firmicutes_A
0394001005	0.1162	0.5588143107439428	0394	p__Firmicutes_A
0396001001	0.1015	0.4753942547205316	0396	p__Actinobacteriota
0399001001	0.5745	0.3285269419470272	0399	p__Firmicutes_A
0403001001	1.0	0.29346739404613165	0403	p__Firmicutes_A
0403001003	0.7883	0.22806306224596098	0403	p__Firmicutes_A
0405001001	1.0	0.11502234639056166	0405	p__Firmicutes_A
0406001001	1.0	0.12693364716523997	0406	p__Proteobacteria
0406001002	1.0	0.06743915576583771	0406	p__Proteobacteria
0406001003	0.343	0.20475128788390726	0406	p__Proteobacteria
0407001001	0.3145	0.3608544681774306	0407	p__Actinobacteriota
0407001002	1.0	0.28050141788976846	0407	p__Actinobacteriota
0407001003	0.9415	0.2696597280974847	0407	p__Actinobacteriota
0409001001	0.9676	0.19930089196915193	0409	p__Firmicutes_A
0411001001	0.0448	0.5361727487681167	0411	p__Actinobacteriota
0411001002	0.0348	0.4782643918174908	0411	p__Actinobacteriota
0413001001	1.0	0.021275417727795103	0413	p__Bacteroidota
0417001001	0.0308	0.5221084761887975	0417	p__Actinobacteriota
0420001001	0.1699	0.5236207156779571	0420	p__Actinobacteriota
0420001002	0.9998	0.253148666875353	0420	p__Actinobacteriota
0422001001	0.7235	0.29872074547830235	0422	p__Firmicutes_A
0422001002	1.0	0.11787858224186941	0422	p__Firmicutes_A
0423001001	0.049	0.5245147506338437	0423	p__Actinobacteriota
0424001001	0.0468	0.5209012792651663	0424	p__Actinobacteriota
0427001001	0.9999	0.020568222518569143	0427	p__Firmicutes_A
0427001002	1.0	0.03400710821199524	0427	p__Firmicutes_A
0427001003	1.0	0.03494839145930172	0427	p__Firmicutes_A
0428001001	0.122	0.43578987036933015	0428	p__Firmicutes_A
0430001002	1.0	0.05945363761499217	0430	p__Firmicutes_C
0430001003	0.9995	0.003976751217726391	0430	p__Firmicutes_C
0431001001	0.1185	0.540002590215576	0431	p__Actinobacteriota
0435001002	1.0	0.11708754313198205	0435	p__Firmicutes_A
0436001001	1.0	0.018504492432853143	0436	p__Firmicutes_A
0436001002	0.9747	0.2076962407762303	0436	p__Firmicutes_A
0436001004	1.0	0.01773832286900243	0436	p__Firmicutes_A
0438001002	1.0	0.0671224201500629	0438	p__Firmicutes_A
0438001003	1.0	0.0021368165540588233	0438	p__Firmicutes_A
0438001004	0.0001	0.7570228765793459	0438	p__Firmicutes_A
0442001001	0.9844	0.2897374342386308	0442	p__Firmicutes_A
0442001002	0.9858	0.203228186459345	0442	p__Firmicutes_A
0442001004	0.9766	0.2492417443236027	0442	p__Firmicutes_A
0442001005	0.9985	0.0005225329127035614	0442	p__Firmicutes_A
0444001001	0.0003	0.7228714356324824	0444	p__Firmicutes_A
0444001003	0.9999	0.018091000259884207	0444	p__Firmicutes_A
0446001002	0.792	0.3174440222558326	0446	p__Firmicutes_A
0446001003	0.9998	0.24046158439861898	0446	p__Firmicutes_A
0447001001	0.0377	0.5038175402397279	0447	p__Firmicutes_A
0447001002	1.0	0.048504427897611266	0447	p__Firmicutes_A
0449001001	0.0306	0.5322268830540944	0449	p__Actinobacteriota
0451001001	0.9996	0.09230269821903883	0451	p__Firmicutes_A
0451001002	0.1603	0.5411919421590421	0451	p__Firmicutes_A
0451001003	0.8331	0.4514571130263946	0451	p__Firmicutes_A
0453001001	0.7955	0.2013912250435689	0453	p__Firmicutes_A
0453001002	1.0	0.3035094978718422	0453	p__Firmicutes_A
0456001001	0.0281	0.5316723192241258	0456	p__Actinobacteriota
0461001002	1.0	0.15743948265957042	0461	p__Verrucomicrobiota
0461001003	1.0	0.011717389519568645	0461	p__Verrucomicrobiota
0461001004	1.0	0.004484879368483736	0461	p__Verrucomicrobiota
0464001001	0.0625	0.4781828152557629	0464	p__Actinobacteriota
0471001001	1.0	0.23572584077356304	0471	p__Firmicutes
0472001001	0.0808	0.5380199587886556	0472	p__Actinobacteriota
0479001001	0.1996	0.34961642834278156	0479	p__Firmicutes_A
0480001001	1.0	0.018174543491412166	0480	p__Bacteroidota
0480001002	0.7936	0.33659368703984077	0480	p__Bacteroidota
0481001001	0.0224	0.5043994655660161	0481	p__Firmicutes_A
0481001003	1.0	0.197569700135043	0481	p__Firmicutes_A
0482001001	0.188	0.577064053252078	0482	p__Firmicutes_A
0482001002	0.0451	0.6403201841788176	0482	p__Firmicutes_A
0484001001	0.0699	0.5061218307394527	0484	p__Actinobacteriota
0484001002	1.0	0.2915735285850808	0484	p__Actinobacteriota
0486001001	0.8713	0.2570983394880476	0486	p__Firmicutes_A
0489001001	0.0638	0.5598592899795892	0489	p__Firmicutes_A
0491001001	0.9099	0.31928780360229075	0491	p__Firmicutes_A
0491001004	1.0	5.279544006401039e-05	0491	p__Firmicutes_A
0492001001	1.0	0.044342203186351285	0492	p__Bacteroidota
0492001003	1.0	0.00046389326071096936	0492	p__Bacteroidota
0492001004	0.9975	0.0871993566387086	0492	p__Bacteroidota
0493001001	0.1344	0.521557208781483	0493	p__Actinobacteriota
0497001001	0.0133	0.5806700807165307	0497	p__Firmicutes_A
0504001001	0.9269	0.2140525646862242	0504	p__Firmicutes_A
0507001001	0.0203	0.558986862581054	0507	p__Actinobacteriota
0510001001	0.1041	0.5290707150717079	0510	p__Actinobacteriota
0511001001	0.1183	0.5558244666044131	0511	p__Firmicutes_A
0511001002	0.9925	0.4430582002133534	0511	p__Firmicutes_A
0513001001	1.0	0.032278095735723246	0513	p__Desulfobacterota
0513001002	0.0412	0.4274893707387688	0513	p__Desulfobacterota
0514001001	0.0093	0.6014758675159592	0514	p__Actinobacteriota
0517001001	0.8347	0.46161917919190737	0517	p__Firmicutes_A
0517001004	0.0644	0.543362419549427	0517	p__Firmicutes_A
0517001005	1.0	0.03445933283210347	0517	p__Firmicutes_A
0518001001	0.0376	0.5240390686520687	0518	p__Firmicutes_A
0518001002	0.0078	0.5972997379140763	0518	p__Firmicutes_A
0518001003	0.0247	0.5769595845585885	0518	p__Firmicutes_A
0528001001	-0.0	0.8192587784837693	0528	p__Firmicutes_C
0529001001	0.2203	0.5851304854481166	0529	p__Firmicutes_C
0530001001	0.9526	0.26855515965199406	0530	p__Firmicutes_A
0530001002	1.0	0.15743992200639068	0530	p__Firmicutes_A
0533001001	0.1456	0.3891128010484758	0533	p__Bacteroidota
0539001001	0.8045	0.23472937591075105	0539	p__Firmicutes
0539001002	0.9818	0.041359270369208605	0539	p__Firmicutes
0544001001	0.9088	0.1842978582060153	0544	p__Firmicutes_A
0552001001	1.0	0.040646814337379794	0552	p__Actinobacteriota
0552001002	0.9997	0.02233310512897925	0552	p__Actinobacteriota
0554001001	0.1232	0.5190167745883473	0554	p__Actinobacteriota
0558001001	1.0	0.037978325538248585	0558	p__Firmicutes_C
0560001003	1.0	0.02649373227741044	0560	p__Firmicutes_C
0560001005	0.6761	0.3339607106920374	0560	p__Firmicutes_C
0560001009	0.6273	0.3062302207041743	0560	p__Firmicutes_C
0561001001	0.0088	0.6032592640013569	0561	p__Actinobacteriota
0567001001	0.9385	0.22791863771433418	0567	p__Firmicutes_A
0567001002	1.0	0.12667225570352816	0567	p__Firmicutes_A
0567001003	1.0	0.36634281836649024	0567	p__Firmicutes_A
0567001004	1.0	0.28369398286244785	0567	p__Firmicutes_A
0568001001	1.0	0.25671945992616846	0568	p__Firmicutes
0568001002	0.8194	0.34076155815661757	0568	p__Firmicutes
0569001002	1.0	0.037676498541353534	0569	p__Firmicutes
0573001002	1.0	0.04087916173530897	0573	p__Bacteroidota
0584001001	0.4203	0.4168699225113273	0584	p__Firmicutes_A
0586001001	0.0438	0.5286252700583453	0586	p__Actinobacteriota
0588001001	0.4838	0.27733431760515664	0588	p__Methanobacteriota
0591001001	1.0	0.056097198519357856	0591	p__Firmicutes
0592001001	0.9997	0.1336406924941388	0592	p__Firmicutes_A
0593001001	0.9949	0.056672828519237314	0593	p__Firmicutes_A
0593001002	1.0	0.07311309711688996	0593	p__Firmicutes_A
0595001001	0.9118	0.277047079527936	0595	p__Firmicutes
0597001001	0.026	0.5395412157557966	0597	p__Firmicutes_A
0597001002	0.0725	0.486387271381142	0597	p__Firmicutes_A
0597001003	0.0227	0.5512639091026428	0597	p__Firmicutes_A
0598001002	1.0	5.4760459546830715e-05	0598	p__Firmicutes_A
0601001001	-0.0	0.7921178150883507	0601	p__Firmicutes_A
0601001002	1.0	0.00010314108113917336	0601	p__Firmicutes_A
0601001003	0.9997	0.20322104606679275	0601	p__Firmicutes_A
0601001004	0.9984	0.17546183794947715	0601	p__Firmicutes_A
0606001001	0.0	0.7550291923199715	0606	p__Bacteroidota
0606001002	0.0016	0.7385127995341015	0606	p__Bacteroidota
0615001001	0.0041	0.6332036591295698	0615	p__Bacteroidota
0615001002	0.9809	0.2806777682615275	0615	p__Bacteroidota
0616001002	0.1587	0.7072676100645732	0616	p__Bacteroidota
0617001001	0.7549	0.5075957132761423	0617	p__Firmicutes_A
0618001001	1.0	0.4373785659438121	0618	p__Bacteroidota
0618001002	0.9999	0.026486402516844913	0618	p__Bacteroidota
0618001003	-0.0	0.7723661082275388	0618	p__Bacteroidota
0621001001	0.0254	0.5313873355134584	0621	p__Actinobacteriota
0623001001	0.0814	0.5451917937681792	0623	p__Firmicutes
0627001001	0.9626	0.30408677928497296	0627	p__Firmicutes_A
0627001002	0.7746	0.18298445120784124	0627	p__Firmicutes_A
0628001001	0.0079	0.6128773706779818	0628	p__Actinobacteriota
0631001001	0.0711	0.5402283700748206	0631	p__Actinobacteriota
0642001002	1.0	0.42868202856781107	0642	p__Firmicutes_A
0643001001	0.0145	0.5919581485670508	0643	p__Actinobacteriota
0646001001	0.0425	0.4999840077611681	0646	p__Actinobacteriota
0648001001	0.9482	0.2615693530822666	0648	p__Firmicutes_A
0649001001	0.0103	0.5677203948141963	0649	p__Actinobacteriota
0650001001	0.9999	0.1839804530423557	0650	p__Firmicutes_A
0655001001	0.0001	0.770413921786592	0655	p__Bacteroidota
0655001003	0.0	0.8165241802230752	0655	p__Bacteroidota
0666001001	0.0428	0.49902420023261607	0666	p__Actinobacteriota
0667001001	1.0	0.29746389435766524	0667	p__Firmicutes_A
0667001002	0.9843	0.18467045410195737	0667	p__Firmicutes_A
0688001001	0.0744	0.5964853476667931	0688	p__Firmicutes_A
0688001002	0.0003	0.7242758608914459	0688	p__Firmicutes_A
0696001001	-0.0	0.7641786355310678	0696	p__Firmicutes_A
0696001002	0.0055	0.5990568293445552	0696	p__Firmicutes_A
0696001003	1.0	0.022231605111484497	0696	p__Firmicutes_A
0701001001	0.9999	0.021139185627145736	0701	p__Firmicutes_A
0701001002	1.0	0.0004434818105783944	0701	p__Firmicutes_A
0701001003	0.9667	0.25657524404847554	0701	p__Firmicutes_A
0712001001	0.6041	0.4560686238883119	0712	p__Bacteroidota
0718001001	0.8036	0.38890618175265707	0718	p__Bacteroidota
0719001001	1.0	0.15744424603207396	0719	p__Bacteroidota
0719001003	1.0	0.031584006370180995	0719	p__Bacteroidota
0719001004	1.0	0.013303753872470441	0719	p__Bacteroidota
0726001001	1.0	0.339500656108829	0726	p__Firmicutes_A
0726001002	1.0	0.4180955223600263	0726	p__Firmicutes_A
0726001003	1.0	0.0067662829356544135	0726	p__Firmicutes_A
0733001001	0.0082	0.5967157334769193	0733	p__Firmicutes_A
0741001001	0.9622	0.1930592459175246	0741	p__Firmicutes_A
0747001001	0.0249	0.5409133238779078	0747	p__Actinobacteriota
0750001001	1.0	0.008836501206394898	0750	p__Firmicutes_A
0750001002	1.0	0.027401761471178357	0750	p__Firmicutes_A
0751001001	0.2856	0.3598758604816139	0751	p__Proteobacteria
0751001002	0.9741	0.12976335241868686	0751	p__Proteobacteria
0751001003	0.955	0.0870393967107784	0751	p__Proteobacteria
0751001004	0.5695	0.2911259146054308	0751	p__Proteobacteria
0754001002	0.7184	0.46599402912726645	0754	p__Firmicutes_A
0755001001	0.1074	0.5797166976762069	0755	p__Firmicutes_A
0756001001	0.2371	0.42714114633965267	0756	p__Firmicutes_A
0763001001	0.4562	0.475812851119178	0763	p__Firmicutes
0763001006	0.9999	0.5005644657783024	0763	p__Firmicutes
0763001007	0.8041	0.352799976843711	0763	p__Firmicutes
0776001002	1.0	0.30173380558576174	0776	p__Firmicutes_A
0776001004	0.0394	0.5366883232006738	0776	p__Firmicutes_A
0777001002	0.8048	0.24089458804788594	0777	p__Firmicutes_A
0785001001	0.0003	0.7349443597244273	0785	p__Firmicutes_A
0785001003	1.0	0.00014338983081574954	0785	p__Firmicutes_A
0788001001	0.2966	0.40727617876302025	0788	p__Firmicutes_A
0789001001	1.0	2.9785239868483668e-05	0789	p__Bacteroidota
0793001001	0.0155	0.5766617715727325	0793	p__Actinobacteriota
0797001001	0.645	0.6845203747178042	0797	p__Bacteroidota
0800001001	1.0	0.03801353701685291	0800	p__Actinobacteriota
0800001004	1.0	0.033057493002969875	0800	p__Actinobacteriota
0805001001	0.0153	0.5836756080266385	0805	p__Actinobacteriota
0807001001	0.9885	0.19301658099615984	0807	p__Firmicutes_A
0807001002	1.0	0.004384339997948921	0807	p__Firmicutes_A
0807001003	1.0	0.021816666151105245	0807	p__Firmicutes_A
0812001001	0.0328	0.5284034657604455	0812	p__Actinobacteriota
0822001002	1.0	0.15744053089816376	0822	p__Firmicutes_A
0822001003	0.9964	0.007379054417029584	0822	p__Firmicutes_A
0822001004	0.0511	0.49959004034228294	0822	p__Firmicutes_A
0826001001	1.0	0.16665765072325076	0826	p__Firmicutes_A
0826001003	0.9919	0.09202118360259585	0826	p__Firmicutes_A
0826001004	0.9999	0.16660349399612948	0826	p__Firmicutes_A
0829001001	0.9766	0.13449090183306278	0829	p__Firmicutes_A
0829001002	0.9731	0.14677320476015115	0829	p__Firmicutes_A
0835001001	0.8945	0.32925443040437624	0835	p__Actinobacteriota
0835001002	0.1514	0.5092551265930323	0835	p__Actinobacteriota
0838001001	0.981	0.3494788396633121	0838	p__Firmicutes_C
0838001002	1.0	0.08371825471848458	0838	p__Firmicutes_C
0840001002	0.9902	0.10014730641112579	0840	p__Firmicutes_A
0840001004	1.0	0.26557349728699375	0840	p__Firmicutes_A
0846001001	0.9998	0.1926971816450915	0846	p__Firmicutes_A
0846001002	0.9985	0.1375968530261534	0846	p__Firmicutes_A
0847001001	1.0	0.06529184622351969	0847	p__Firmicutes_A
0859001001	0.6816	0.25397606165882797	0859	p__Actinobacteriota
0860001001	0.048	0.5029882349809504	0860	p__Actinobacteriota
0861001001	0.715	0.3008827358938211	0861	p__Bacteroidota
0862001001	0.0116	0.5880483536179162	0862	p__Actinobacteriota
0875001001	0.765	0.4416123359632428	0875	p__Firmicutes
0875001002	0.9439	0.40107521337820173	0875	p__Firmicutes
0885001001	1.0	1.9932560386255447e-05	0885	p__Firmicutes
0885001003	1.0	0.13612448537777436	0885	p__Firmicutes
0885001004	0.9996	0.00012378544176012637	0885	p__Firmicutes
0887001001	0.0299	0.49855516151237483	0887	p__Firmicutes_A
0896001001	1.0	0.007170729873620349	0896	p__Bacteroidota
0896001002	1.0	0.00026222420157945856	0896	p__Bacteroidota
0899001001	1.0	0.20048802373634003	0899	p__Firmicutes_A
0899001002	0.9998	0.010708635778138206	0899	p__Firmicutes_A
0907001001	0.0132	0.5863417435903546	0907	p__Actinobacteriota
0909001001	0.987	0.05999606342997047	0909	p__Firmicutes_A
0913001001	0.0053	0.5631796008297865	0913	p__Actinobacteriota
0918001002	1.0	0.24878199840337586	0918	p__Bacteroidota
0921001001	0.8182	0.30765099288181974	0921	p__Proteobacteria
0921001002	1.0	0.01865618864682812	0921	p__Proteobacteria
0924001001	0.6318	0.20440743314015697	0924	p__Firmicutes_A
0924001003	1.0	0.005341351058997916	0924	p__Firmicutes_A
0924001004	0.9978	0.020645812654009766	0924	p__Firmicutes_A
0924001005	1.0	0.2801485736730942	0924	p__Firmicutes_A
0925001001	0.01	0.5876030536147222	0925	p__Actinobacteriota
0934001001	0.4476	0.33668736625131773	0934	p__Firmicutes_A
0942001002	0.9999	0.06481359138631147	0942	p__Bacteroidota
0944001001	0.0369	0.5014480544605914	0944	p__Actinobacteriota
0945001001	0.9741	0.0998583906811697	0945	p__Firmicutes_A
0953001001	0.023	0.5717673664367515	0953	p__Actinobacteriota
0961001002	1.0	0.019727288216555908	0961	p__Bacteroidota
0963001002	1.0	0.13030240172767302	0963	p__Cyanobacteria
0963001003	1.0	0.0003325014685992198	0963	p__Cyanobacteria
0963001004	1.0	0.020773916147287793	0963	p__Cyanobacteria
0963001005	1.0	0.0018089903583474486	0963	p__Cyanobacteria
0966001002	0.9721	0.14582969070576193	0966	p__Firmicutes_A
0966001004	1.0	0.2659319765852115	0966	p__Firmicutes_A
0973001002	0.0345	0.5049050596927729	0973	p__Actinobacteriota
0976001001	1.0	0.01981673752238937	0976	p__Bacteroidota
0977001002	0.9831	0.3427681597393927	0977	p__Firmicutes_C
0991001001	1.0	0.008896582182375568	0991	p__Firmicutes_A
0991001002	1.0	0.008581947348220636	0991	p__Firmicutes_A
0998001001	0.9294	0.1314468701663297	0998	p__Firmicutes
1005001001	0.9999	0.05087242687441447	1005	p__Firmicutes_A
1005001002	1.0	0.03305374263363732	1005	p__Firmicutes_A
1010001001	1.0	0.04450575677997632	1010	p__Bacteroidota
1010001002	0.5969	0.32296130639848314	1010	p__Bacteroidota
1012001001	0.0273	0.6004690561413966	1012	p__Firmicutes_A
1012001002	0.8922	0.4452772431177874	1012	p__Firmicutes_A
1012001003	1.0	0.00939009597826576	1012	p__Firmicutes_A
1014001001	-0.0	0.8455095340606864	1014	p__Firmicutes
1020001002	0.0011	0.7017459100300331	1020	p__Firmicutes_A
1023001001	1.0	0.018308974378001986	1023	p__Firmicutes_A
1032001001	1.0	0.017836803837081514	1032	p__Bacteroidota
1033001001	1.0	0.20120524426255587	1033	p__Firmicutes_A
1035001002	0.9979	0.06575175929596991	1035	p__Firmicutes_A
1035001003	1.0	0.008981976176054545	1035	p__Firmicutes_A
1044001001	0.0401	0.5921404728809804	1044	p__Bacteroidota
1048001002	0.0002	0.7483349374361076	1048	p__Firmicutes
1048001003	1.0	0.010948699239377371	1048	p__Firmicutes
1054001001	1.0	0.2827475638750776	1054	p__Firmicutes_C
1054001002	1.0	0.004687480657704031	1054	p__Firmicutes_C
1054001003	0.8304	0.24052983782263665	1054	p__Firmicutes_C
1055001001	0.9998	0.05821126365954358	1055	p__Firmicutes_A
1058001001	0.0889	0.49690407445786317	1058	p__Desulfobacterota
1072001001	1.0	0.026769580803750106	1072	p__Bacteroidota
1072001002	0.9996	0.11541470461284258	1072	p__Bacteroidota
1072001003	0.9142	0.20946730344235628	1072	p__Bacteroidota
1073001001	0.976	0.06125854649638974	1073	p__Verrucomicrobiota
1073001002	0.9271	0.1629807195377788	1073	p__Verrucomicrobiota
1076001001	1.0	0.013163391549960922	1076	p__Firmicutes_A
1076001002	1.0	0.15743927952071804	1076	p__Firmicutes_A
1080001002	1.0	0.004283784649191622	1080	p__Firmicutes_A
1092001001	0.9999	0.027698032744134432	1092	p__Firmicutes_A
1092001002	0.7343	0.22141214051662853	1092	p__Firmicutes_A
1102001001	1.0	0.157442537615955	1102	p__Bacteroidota
1102001002	0.0466	0.6449821334442697	1102	p__Bacteroidota
1102001003	0.9997	0.004319853452889062	1102	p__Bacteroidota
1106001001	0.0263	0.6622713674080377	1106	p__Firmicutes_A
1108001001	1.0	0.013510312967339061	1108	p__Firmicutes_A
1113001001	0.8895	0.19256607023134173	1113	p__Firmicutes_A
1117001001	0.999	0.21530247418817625	1117	p__Firmicutes_A
1117001002	0.0	0.9104180485528072	1117	p__Firmicutes_A
1118001002	0.0026	0.6713348312729089	1118	p__Firmicutes
1123001002	0.9612	0.17125898665260783	1123	p__Firmicutes_C
1123001003	0.7312	0.5424442152855293	1123	p__Firmicutes_C
1127001001	-0.0	0.8574910380372315	1127	p__Bacteroidota
1129001001	0.0004	0.7369623226638292	1129	p__Firmicutes_A
1129001002	0.0294	0.5034368471371214	1129	p__Firmicutes_A
1129001003	1.0	0.018067390459592884	1129	p__Firmicutes_A
1132001001	0.1219	0.49187258816552226	1132	p__Firmicutes_A
1136001001	0.3379	0.48725900368478053	1136	p__Firmicutes_C
1136001002	0.9998	0.31395417526966696	1136	p__Firmicutes_C
1137001001	0.3187	0.33639141002635675	1137	p__Firmicutes_A
1138001001	-0.0	0.8479197578630772	1138	p__Bacteroidota
1145001001	0.0478	0.49659308255197915	1145	p__Firmicutes_A
1150001003	0.9993	0.13941432650398042	1150	p__Firmicutes_A
1153001003	1.0	0.40439870860285193	1153	p__Bacteroidota
1160001001	0.5429	0.31618651499866296	1160	p__Firmicutes_A
1161001001	0.0258	0.5209268299853741	1161	p__Actinobacteriota
1163001001	0.9995	0.18711321404073852	1163	p__Firmicutes_A
1167001001	0.9993	0.5688865548254243	1167	p__Bacteroidota
1169001001	1.0	0.05034890372483533	1169	p__Firmicutes_A
1177001001	0.8726	0.34727647962695457	1177	p__Bacteroidota
1179001001	0.0347	0.5217582222958371	1179	p__Actinobacteriota
1181001001	1.0	0.02074122089664754	1181	p__Firmicutes_A
1186001002	0.0471	0.54335470241806	1186	p__Firmicutes_A
1196001001	0.8521	0.24760181944600598	1196	p__Bacteroidota
1197001001	0.0593	0.5428874605525015	1197	p__Firmicutes_A
1198001001	1.0	0.022465642897479488	1198	p__Firmicutes_A
1203001001	0.072	0.6681996728611125	1203	p__Bacteroidota
1203001002	1.0	0.1574416431751166	1203	p__Bacteroidota
1209001001	0.9993	0.22394777778630223	1209	p__Proteobacteria
1209001002	0.9992	0.33855259061394716	1209	p__Proteobacteria
1210001001	1.0	0.002962101904815829	1210	p__Firmicutes_A
1210001002	0.3765	0.3080925202037186	1210	p__Firmicutes_A
1213001001	1.0	0.006375681467279577	1213	p__Firmicutes
1224001001	0.8261	0.15738561843651644	1224	p__Firmicutes
1229001001	1.0	0.16294336891507663	1229	p__Firmicutes_A
1229001003	1.0	0.03434457006919655	1229	p__Firmicutes_A
1231001001	0.6213	0.37845398548500603	1231	p__Firmicutes_A
1231001002	0.2391	0.4768583577079067	1231	p__Firmicutes_A
1235001001	0.9984	0.11236945436536394	1235	p__Cyanobacteria
1237001001	0.9995	0.002872173617884818	1237	p__Firmicutes_A
1239001001	1.0	0.0032299183457391123	1239	p__Bacteroidota
1240001001	0.6176	0.3170227097429295	1240	p__Bacteroidota
1248001001	0.9999	0.27424464547199595	1248	p__Bacteroidota
1255001001	0.9904	0.02129094752172136	1255	p__Firmicutes
1261001002	0.9996	0.05177345083947195	1261	p__Firmicutes_A
1261001003	1.0	0.300129798430328	1261	p__Firmicutes_A
1265001003	1.0	0.15743963939398178	1265	p__Proteobacteria
1267001001	0.8915	0.3113198356696674	1267	p__Bacteroidota
1268001002	0.9989	0.20056596592243145	1268	p__Bacteroidota
1270001001	1.0	0.18807454079801805	1270	p__Firmicutes_A
1270001002	0.2866	0.41868320218560423	1270	p__Firmicutes_A
1274001003	1.0	0.15163971207658397	1274	p__Bacteroidota
1277001001	0.0632	0.5225704280003336	1277	p__Firmicutes_A
1278001001	0.7836	0.218663489431091	1278	p__Actinobacteriota
1284001001	0.9979	0.17647287736696357	1284	p__Bacteroidota
1284001002	0.999	0.14749290811614754	1284	p__Bacteroidota
1284001003	1.0	0.11569016944679622	1284	p__Bacteroidota
1288001001	0.0494	0.5002682690427609	1288	p__Firmicutes_A
1288001002	0.0289	0.5225364508223471	1288	p__Firmicutes_A
1294001001	0.9952	0.04407273270370766	1294	p__Firmicutes_A
1296001002	0.9797	0.15795329143650352	1296	p__Bacteroidota
1296001003	1.0	0.10198256106922989	1296	p__Bacteroidota
1296001004	0.3379	0.3740924087340343	1296	p__Bacteroidota
1298001001	1.0	0.1516070926732163	1298	p__Proteobacteria
1298001002	0.8724	0.37410093512865267	1298	p__Proteobacteria
