model	train_study	test_study	data_type	roc_auc	accuracy	recall	f1_score	ppv	npv	random_state
LBGM	['YuJ_2015', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.7933000712758376	0.7850467289719626	0.5869565217391305	0.7012987012987013	0.5869565217391305	0.9344262295081968	424
LBGM	['YuJ_2015', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.7933000712758376	0.7850467289719626	0.5869565217391305	0.7012987012987013	0.5869565217391305	0.9344262295081968	646
LBGM	['YuJ_2015', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.7933000712758376	0.7850467289719626	0.5869565217391305	0.7012987012987013	0.5869565217391305	0.9344262295081968	968
LBGM	['YuJ_2015', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7312900926585888	0.7009345794392523	0.5217391304347826	0.6	0.5217391304347826	0.8360655737704918	424
LBGM	['YuJ_2015', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7312900926585888	0.7009345794392523	0.5217391304347826	0.6	0.5217391304347826	0.8360655737704918	646
LBGM	['YuJ_2015', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7312900926585888	0.7009345794392523	0.5217391304347826	0.6	0.5217391304347826	0.8360655737704918	968
LBGM	['YuJ_2015', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7683535281539557	0.719626168224299	0.6521739130434783	0.6666666666666666	0.6521739130434783	0.7704918032786885	424
LBGM	['YuJ_2015', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7683535281539557	0.719626168224299	0.6521739130434783	0.6666666666666666	0.6521739130434783	0.7704918032786885	646
LBGM	['YuJ_2015', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7683535281539557	0.719626168224299	0.6521739130434783	0.6666666666666666	0.6521739130434783	0.7704918032786885	968
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016']	FengQ_2015	species	0.8032786885245902	0.7850467289719626	0.6521739130434783	0.7228915662650603	0.6521739130434783	0.8852459016393442	424
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016']	FengQ_2015	species	0.8032786885245902	0.7850467289719626	0.6521739130434783	0.7228915662650603	0.6521739130434783	0.8852459016393442	646
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016']	FengQ_2015	species	0.8032786885245902	0.7850467289719626	0.6521739130434783	0.7228915662650603	0.6521739130434783	0.8852459016393442	968
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014']	FengQ_2015	species	0.856735566642908	0.794392523364486	0.5869565217391305	0.7105263157894737	0.5869565217391305	0.9508196721311475	424
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014']	FengQ_2015	species	0.856735566642908	0.794392523364486	0.5869565217391305	0.7105263157894737	0.5869565217391305	0.9508196721311475	646
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014']	FengQ_2015	species	0.856735566642908	0.794392523364486	0.5869565217391305	0.7105263157894737	0.5869565217391305	0.9508196721311475	968
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ThomasAM_2018a']	FengQ_2015	species	0.7736992159657876	0.7476635514018691	0.717391304347826	0.7096774193548387	0.717391304347826	0.7704918032786885	424
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ThomasAM_2018a']	FengQ_2015	species	0.7736992159657876	0.7476635514018691	0.717391304347826	0.7096774193548387	0.717391304347826	0.7704918032786885	646
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ThomasAM_2018a']	FengQ_2015	species	0.7736992159657876	0.7476635514018691	0.717391304347826	0.7096774193548387	0.717391304347826	0.7704918032786885	968
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.8399857448325019	0.7663551401869159	0.5217391304347826	0.6575342465753423	0.5217391304347826	0.9508196721311475	424
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.8399857448325019	0.7663551401869159	0.5217391304347826	0.6575342465753423	0.5217391304347826	0.9508196721311475	646
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.8399857448325019	0.7663551401869159	0.5217391304347826	0.6575342465753423	0.5217391304347826	0.9508196721311475	968
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7772630078403421	0.7663551401869159	0.6304347826086957	0.6987951807228915	0.6304347826086957	0.8688524590163934	424
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7772630078403421	0.7663551401869159	0.6304347826086957	0.6987951807228915	0.6304347826086957	0.8688524590163934	646
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7772630078403421	0.7663551401869159	0.6304347826086957	0.6987951807228915	0.6304347826086957	0.8688524590163934	968
LBGM	['YachidaS_2019', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8396293656450463	0.7663551401869159	0.6086956521739131	0.6913580246913581	0.6086956521739131	0.8852459016393442	424
LBGM	['YachidaS_2019', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8396293656450463	0.7663551401869159	0.6086956521739131	0.6913580246913581	0.6086956521739131	0.8852459016393442	646
LBGM	['YachidaS_2019', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8396293656450463	0.7663551401869159	0.6086956521739131	0.6913580246913581	0.6086956521739131	0.8852459016393442	968
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.7605131860299358	0.6822429906542056	0.34782608695652173	0.48484848484848486	0.34782608695652173	0.9344262295081968	424
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.7605131860299358	0.6822429906542056	0.34782608695652173	0.48484848484848486	0.34782608695652173	0.9344262295081968	646
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.7605131860299358	0.6822429906542056	0.34782608695652173	0.48484848484848486	0.34782608695652173	0.9344262295081968	968
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.5623663578047042	0.5607476635514018	0.45652173913043476	0.47191011235955055	0.45652173913043476	0.639344262295082	424
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.5623663578047042	0.5607476635514018	0.45652173913043476	0.47191011235955055	0.45652173913043476	0.639344262295082	646
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.5623663578047042	0.5607476635514018	0.45652173913043476	0.47191011235955055	0.45652173913043476	0.639344262295082	968
LBGM	['WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7811831789023521	0.7009345794392523	0.5	0.5897435897435898	0.5	0.8524590163934426	424
LBGM	['WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7811831789023521	0.7009345794392523	0.5	0.5897435897435898	0.5	0.8524590163934426	646
LBGM	['WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7811831789023521	0.7009345794392523	0.5	0.5897435897435898	0.5	0.8524590163934426	968
LBGM	['VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7861724875267284	0.7102803738317757	0.41304347826086957	0.5507246376811594	0.41304347826086957	0.9344262295081968	424
LBGM	['VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7861724875267284	0.7102803738317757	0.41304347826086957	0.5507246376811594	0.41304347826086957	0.9344262295081968	646
LBGM	['VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7861724875267284	0.7102803738317757	0.41304347826086957	0.5507246376811594	0.41304347826086957	0.9344262295081968	968
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016']	FengQ_2015	species	0.8100498930862436	0.7757009345794392	0.6521739130434783	0.7142857142857143	0.6521739130434783	0.8688524590163934	424
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016']	FengQ_2015	species	0.8100498930862436	0.7757009345794392	0.6521739130434783	0.7142857142857143	0.6521739130434783	0.8688524590163934	646
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016']	FengQ_2015	species	0.8100498930862436	0.7757009345794392	0.6521739130434783	0.7142857142857143	0.6521739130434783	0.8688524590163934	968
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014']	FengQ_2015	species	0.8585174625801852	0.794392523364486	0.6086956521739131	0.717948717948718	0.6086956521739131	0.9344262295081968	424
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014']	FengQ_2015	species	0.8585174625801852	0.794392523364486	0.6086956521739131	0.717948717948718	0.6086956521739131	0.9344262295081968	646
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014']	FengQ_2015	species	0.8585174625801852	0.794392523364486	0.6086956521739131	0.717948717948718	0.6086956521739131	0.9344262295081968	968
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ThomasAM_2018a']	FengQ_2015	species	0.8025659301496793	0.7757009345794392	0.782608695652174	0.7499999999999999	0.782608695652174	0.7704918032786885	424
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ThomasAM_2018a']	FengQ_2015	species	0.8025659301496793	0.7757009345794392	0.782608695652174	0.7499999999999999	0.782608695652174	0.7704918032786885	646
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ThomasAM_2018a']	FengQ_2015	species	0.8025659301496793	0.7757009345794392	0.782608695652174	0.7499999999999999	0.782608695652174	0.7704918032786885	968
LBGM	['YuJ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.7900926585887383	0.7663551401869159	0.5652173913043478	0.6753246753246753	0.5652173913043478	0.9180327868852459	424
LBGM	['YuJ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.7900926585887383	0.7663551401869159	0.5652173913043478	0.6753246753246753	0.5652173913043478	0.9180327868852459	646
LBGM	['YuJ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.7900926585887383	0.7663551401869159	0.5652173913043478	0.6753246753246753	0.5652173913043478	0.9180327868852459	968
LBGM	['YuJ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.770135424091233	0.7476635514018691	0.6304347826086957	0.6823529411764706	0.6304347826086957	0.8360655737704918	424
LBGM	['YuJ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.770135424091233	0.7476635514018691	0.6304347826086957	0.6823529411764706	0.6304347826086957	0.8360655737704918	646
LBGM	['YuJ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.770135424091233	0.7476635514018691	0.6304347826086957	0.6823529411764706	0.6304347826086957	0.8360655737704918	968
LBGM	['YuJ_2015', 'YachidaS_2019', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8068424803991446	0.7663551401869159	0.5652173913043478	0.6753246753246753	0.5652173913043478	0.9180327868852459	424
LBGM	['YuJ_2015', 'YachidaS_2019', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8068424803991446	0.7663551401869159	0.5652173913043478	0.6753246753246753	0.5652173913043478	0.9180327868852459	646
LBGM	['YuJ_2015', 'YachidaS_2019', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8068424803991446	0.7663551401869159	0.5652173913043478	0.6753246753246753	0.5652173913043478	0.9180327868852459	968
LBGM	['YuJ_2015', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.7672843905915894	0.719626168224299	0.4782608695652174	0.5945945945945946	0.4782608695652174	0.9016393442622951	424
LBGM	['YuJ_2015', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.7672843905915894	0.719626168224299	0.4782608695652174	0.5945945945945946	0.4782608695652174	0.9016393442622951	646
LBGM	['YuJ_2015', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.7672843905915894	0.719626168224299	0.4782608695652174	0.5945945945945946	0.4782608695652174	0.9016393442622951	968
LBGM	['YuJ_2015', 'WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7491090520313614	0.719626168224299	0.5	0.605263157894737	0.5	0.8852459016393442	424
LBGM	['YuJ_2015', 'WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7491090520313614	0.719626168224299	0.5	0.605263157894737	0.5	0.8852459016393442	646
LBGM	['YuJ_2015', 'WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7491090520313614	0.719626168224299	0.5	0.605263157894737	0.5	0.8852459016393442	968
LBGM	['YuJ_2015', 'WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7804704205274413	0.7102803738317757	0.5652173913043478	0.6265060240963856	0.5652173913043478	0.819672131147541	424
LBGM	['YuJ_2015', 'WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7804704205274413	0.7102803738317757	0.5652173913043478	0.6265060240963856	0.5652173913043478	0.819672131147541	646
LBGM	['YuJ_2015', 'WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7804704205274413	0.7102803738317757	0.5652173913043478	0.6265060240963856	0.5652173913043478	0.819672131147541	968
LBGM	['YuJ_2015', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7679971489665003	0.7102803738317757	0.5652173913043478	0.6265060240963856	0.5652173913043478	0.819672131147541	424
LBGM	['YuJ_2015', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7679971489665003	0.7102803738317757	0.5652173913043478	0.6265060240963856	0.5652173913043478	0.819672131147541	646
LBGM	['YuJ_2015', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7679971489665003	0.7102803738317757	0.5652173913043478	0.6265060240963856	0.5652173913043478	0.819672131147541	968
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.82287954383464	0.7383177570093458	0.5	0.6216216216216216	0.5	0.9180327868852459	424
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.82287954383464	0.7383177570093458	0.5	0.6216216216216216	0.5	0.9180327868852459	646
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.82287954383464	0.7383177570093458	0.5	0.6216216216216216	0.5	0.9180327868852459	968
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7647897362794013	0.7289719626168224	0.5869565217391305	0.6506024096385542	0.5869565217391305	0.8360655737704918	424
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7647897362794013	0.7289719626168224	0.5869565217391305	0.6506024096385542	0.5869565217391305	0.8360655737704918	646
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7647897362794013	0.7289719626168224	0.5869565217391305	0.6506024096385542	0.5869565217391305	0.8360655737704918	968
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8642195295794726	0.7663551401869159	0.6086956521739131	0.6913580246913581	0.6086956521739131	0.8852459016393442	424
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8642195295794726	0.7663551401869159	0.6086956521739131	0.6913580246913581	0.6086956521739131	0.8852459016393442	646
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8642195295794726	0.7663551401869159	0.6086956521739131	0.6913580246913581	0.6086956521739131	0.8852459016393442	968
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8314326443335709	0.7757009345794392	0.5434782608695652	0.6756756756756757	0.5434782608695652	0.9508196721311475	424
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8314326443335709	0.7757009345794392	0.5434782608695652	0.6756756756756757	0.5434782608695652	0.9508196721311475	646
LBGM	['YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8314326443335709	0.7757009345794392	0.5434782608695652	0.6756756756756757	0.5434782608695652	0.9508196721311475	968
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7851033499643622	0.7009345794392523	0.391304347826087	0.5294117647058824	0.391304347826087	0.9344262295081968	424
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7851033499643622	0.7009345794392523	0.391304347826087	0.5294117647058824	0.391304347826087	0.9344262295081968	646
LBGM	['WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7851033499643622	0.7009345794392523	0.391304347826087	0.5294117647058824	0.391304347826087	0.9344262295081968	968
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.8107626514611547	0.7570093457943925	0.5434782608695652	0.6578947368421053	0.5434782608695652	0.9180327868852459	424
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.8107626514611547	0.7570093457943925	0.5434782608695652	0.6578947368421053	0.5434782608695652	0.9180327868852459	646
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014']	FengQ_2015	species	0.8107626514611547	0.7570093457943925	0.5434782608695652	0.6578947368421053	0.5434782608695652	0.9180327868852459	968
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7982893799002139	0.7570093457943925	0.6086956521739131	0.6829268292682927	0.6086956521739131	0.8688524590163934	424
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7982893799002139	0.7570093457943925	0.6086956521739131	0.6829268292682927	0.6086956521739131	0.8688524590163934	646
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ThomasAM_2018a']	FengQ_2015	species	0.7982893799002139	0.7570093457943925	0.6086956521739131	0.6829268292682927	0.6086956521739131	0.8688524590163934	968
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8421240199572345	0.8037383177570093	0.6739130434782609	0.746987951807229	0.6739130434782609	0.9016393442622951	424
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8421240199572345	0.8037383177570093	0.6739130434782609	0.746987951807229	0.6739130434782609	0.9016393442622951	646
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8421240199572345	0.8037383177570093	0.6739130434782609	0.746987951807229	0.6739130434782609	0.9016393442622951	968
LBGM	['YuJ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7954383464005702	0.7663551401869159	0.5652173913043478	0.6753246753246753	0.5652173913043478	0.9180327868852459	424
LBGM	['YuJ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7954383464005702	0.7663551401869159	0.5652173913043478	0.6753246753246753	0.5652173913043478	0.9180327868852459	646
LBGM	['YuJ_2015', 'YachidaS_2019', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7954383464005702	0.7663551401869159	0.5652173913043478	0.6753246753246753	0.5652173913043478	0.9180327868852459	968
LBGM	['YuJ_2015', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7601568068424803	0.7009345794392523	0.45652173913043476	0.5675675675675675	0.45652173913043476	0.8852459016393442	424
LBGM	['YuJ_2015', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7601568068424803	0.7009345794392523	0.45652173913043476	0.5675675675675675	0.45652173913043476	0.8852459016393442	646
LBGM	['YuJ_2015', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.7601568068424803	0.7009345794392523	0.45652173913043476	0.5675675675675675	0.45652173913043476	0.8852459016393442	968
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8300071275837491	0.7383177570093458	0.5	0.6216216216216216	0.5	0.9180327868852459	424
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8300071275837491	0.7383177570093458	0.5	0.6216216216216216	0.5	0.9180327868852459	646
LBGM	['YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8300071275837491	0.7383177570093458	0.5	0.6216216216216216	0.5	0.9180327868852459	968
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8089807555238773	0.7757009345794392	0.5652173913043478	0.6842105263157895	0.5652173913043478	0.9344262295081968	424
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8089807555238773	0.7757009345794392	0.5652173913043478	0.6842105263157895	0.5652173913043478	0.9344262295081968	646
LBGM	['YuJ_2015', 'YachidaS_2019', 'WirbelJ_2018', 'VogtmannE_2016', 'ZellerG_2014', 'ThomasAM_2018a']	FengQ_2015	species	0.8089807555238773	0.7757009345794392	0.5652173913043478	0.6842105263157895	0.5652173913043478	0.9344262295081968	968
LBGM	['YuJ_2015']	YachidaS_2019	species	0.6281860465116279	0.5787401574803149	0.6046511627906976	0.5931558935361217	0.6046511627906976	0.552	424
LBGM	['YuJ_2015']	YachidaS_2019	species	0.6281860465116279	0.5787401574803149	0.6046511627906976	0.5931558935361217	0.6046511627906976	0.552	646
LBGM	['YuJ_2015']	YachidaS_2019	species	0.6281860465116279	0.5787401574803149	0.6046511627906976	0.5931558935361217	0.6046511627906976	0.552	968
LBGM	['FengQ_2015']	YachidaS_2019	species	0.5822015503875969	0.5590551181102362	0.3992248062015504	0.4790697674418604	0.3992248062015504	0.724	424
LBGM	['FengQ_2015']	YachidaS_2019	species	0.5822015503875969	0.5590551181102362	0.3992248062015504	0.4790697674418604	0.3992248062015504	0.724	646
LBGM	['FengQ_2015']	YachidaS_2019	species	0.5822015503875969	0.5590551181102362	0.3992248062015504	0.4790697674418604	0.3992248062015504	0.724	968
LBGM	['WirbelJ_2018']	YachidaS_2019	species	0.5542325581395349	0.5236220472440944	0.3023255813953488	0.39195979899497485	0.3023255813953488	0.752	424
LBGM	['WirbelJ_2018']	YachidaS_2019	species	0.5542325581395349	0.5236220472440944	0.3023255813953488	0.39195979899497485	0.3023255813953488	0.752	646
LBGM	['WirbelJ_2018']	YachidaS_2019	species	0.5542325581395349	0.5236220472440944	0.3023255813953488	0.39195979899497485	0.3023255813953488	0.752	968
LBGM	['VogtmannE_2016']	YachidaS_2019	species	0.553953488372093	0.5255905511811023	0.6782945736434108	0.5922165820642977	0.6782945736434108	0.368	424
LBGM	['VogtmannE_2016']	YachidaS_2019	species	0.553953488372093	0.5255905511811023	0.6782945736434108	0.5922165820642977	0.6782945736434108	0.368	646
LBGM	['VogtmannE_2016']	YachidaS_2019	species	0.553953488372093	0.5255905511811023	0.6782945736434108	0.5922165820642977	0.6782945736434108	0.368	968
LBGM	['ZellerG_2014']	YachidaS_2019	species	0.6432248062015503	0.6043307086614174	0.624031007751938	0.6156787762906311	0.624031007751938	0.584	424
LBGM	['ZellerG_2014']	YachidaS_2019	species	0.6432248062015503	0.6043307086614174	0.624031007751938	0.6156787762906311	0.624031007751938	0.584	646
LBGM	['ZellerG_2014']	YachidaS_2019	species	0.6432248062015503	0.6043307086614174	0.624031007751938	0.6156787762906311	0.624031007751938	0.584	968
LBGM	['ThomasAM_2018a']	YachidaS_2019	species	0.5858682170542635	0.5610236220472441	0.5581395348837209	0.563600782778865	0.5581395348837209	0.564	424
LBGM	['ThomasAM_2018a']	YachidaS_2019	species	0.5858682170542635	0.5610236220472441	0.5581395348837209	0.563600782778865	0.5581395348837209	0.564	646
LBGM	['ThomasAM_2018a']	YachidaS_2019	species	0.5858682170542635	0.5610236220472441	0.5581395348837209	0.563600782778865	0.5581395348837209	0.564	968
LBGM	['YuJ_2015', 'FengQ_2015']	YachidaS_2019	species	0.6648217054263565	0.6141732283464567	0.5930232558139535	0.6095617529880479	0.5930232558139535	0.636	424
LBGM	['YuJ_2015', 'FengQ_2015']	YachidaS_2019	species	0.6648217054263565	0.6141732283464567	0.5930232558139535	0.6095617529880479	0.5930232558139535	0.636	646
LBGM	['YuJ_2015', 'FengQ_2015']	YachidaS_2019	species	0.6648217054263565	0.6141732283464567	0.5930232558139535	0.6095617529880479	0.5930232558139535	0.636	968
LBGM	['YuJ_2015', 'WirbelJ_2018']	YachidaS_2019	species	0.6294263565891474	0.6141732283464567	0.5271317829457365	0.5811965811965814	0.5271317829457365	0.704	424
LBGM	['YuJ_2015', 'WirbelJ_2018']	YachidaS_2019	species	0.6294263565891474	0.6141732283464567	0.5271317829457365	0.5811965811965814	0.5271317829457365	0.704	646
LBGM	['YuJ_2015', 'WirbelJ_2018']	YachidaS_2019	species	0.6294263565891474	0.6141732283464567	0.5271317829457365	0.5811965811965814	0.5271317829457365	0.704	968
LBGM	['YuJ_2015', 'VogtmannE_2016']	YachidaS_2019	species	0.6533643410852714	0.6299212598425197	0.6472868217054264	0.6398467432950191	0.6472868217054264	0.612	424
